구분,DIA,출근시간,1차 출발시각,1차 출발역,1차기운영,1차 도착시각,1차 도착역,2차 출발시각,2차 출발역,2차기운영,2차 도착시각,2차 도착역,3차 출발시간,3차 출발역,3차기운영,3차 도착시간,3차 도착역,4차 출발시간,4차 출발역,4차기운영,4차 도착시간,4차 도착역,5차 출발시간,5차 출발역,5차기운영,5차 도착시간,5차 도착역,6차 출발시간,6차 출발역,6차기운영,6차 도착시간,6차 도착역,퇴근시간,,계,운전시간,대기시간,편승시간,감시시간,준비시간,정리시간,심야시간
평일,1,6:27,7:00,왕십,5903,7:25,군자,10:19,군자,5919,10:42,고기,16:42,고기,1056,16:47,상일,16:56,강동,5653,17:51,답십,,,,,,,,,,,18:21,,11:53,2:00,3:59,0:00,2:54,1:30,1:30,0:00
평일,2,6:30,7:00,답십,5024,9:45,마천,9:55,둔촌,5915,10:12,고기,17:11,고기,1060,17:38,답십,,,,,,,,,,,,,,,,18:08,,10:39,3:39,4:00,0:00,0:00,1:30,1:30,0:00
평일,3,6:35,7:05,답십,5514,10:21,답십,13:01,답십,5093,13:51,답십,14:13,답십,5105,15:03,답십,,,,,,,,,,,,,,,,15:33,,8:57,4:56,3:01,0:00,0:00,0:30,0:30,0:00
평일,4,6:37,7:07,답십,5015,8:02,답십,8:54,답십,5043,9:21,고기,13:13,답십,5095,16:12,답십,,,,,,,,,,,,,,,,16:43,,10:05,4:23,2:52,0:50,0:00,0:30,1:30,0:00
평일,5,6:39,7:09,답십,5026,10:15,답십,13:15,답십,5106,16:15,답십,,,,,,,,,,,,,,,,,,,,,16:45,,10:05,6:05,3:00,0:00,0:00,0:30,0:30,0:00
평일,6,6:40,7:40,고기,1048,8:07,답십,8:35,답십,5557,9:09,마천,9:19,둔촌,5907,9:38,고기,13:27,답십,5108,15:36,답십,,,,,,,,,,,16:07,,9:26,3:40,2:26,0:50,0:00,1:00,1:30,0:00
평일,7,6:43,7:13,답십,5531,8:15,답십,9:04,답십,5047,9:31,고기,13:31,답십,5619,16:42,답십,,,,,,,,,,,,,,,,17:13,,10:29,4:41,2:58,0:50,0:00,0:30,1:30,0:00
평일,8,6:43,7:13,답십,5516,9:54,고기,17:30,고기,1064,17:35,상일,17:44,강동,5667,18:40,답십,,,,,,,,,,,,,,,,19:11,,10:51,3:51,4:00,0:00,0:00,1:30,1:30,0:00
평일,9,6:45,7:45,고기,1050,8:12,답십,8:51,답십,5563,9:24,마천,9:34,둔촌,5911,9:50,고기,13:33,답십,5598,15:42,답십,,,,,,,,,,,16:13,,9:28,3:36,2:32,0:50,0:00,1:00,1:30,0:00
평일,10,6:51,7:21,답십,5518,9:33,답십,12:01,답십,5083,15:00,답십,,,,,,,,,,,,,,,,,,,,,15:31,,8:39,5:12,2:27,0:00,0:00,0:30,0:30,0:00
평일,11,6:54,7:24,답십,5535,10:36,답십,13:09,답십,5594,15:18,답십,,,,,,,,,,,,,,,,,,,,,15:49,,8:54,5:22,2:32,0:00,0:00,0:30,0:30,0:00
평일,12,6:55,7:25,답십,5030,9:37,답십,12:09,답십,5584,15:21,답십,,,,,,,,,,,,,,,,,,,,,15:51,,8:55,5:24,2:31,0:00,0:00,0:30,0:30,0:00
평일,13,7:00,8:00,고기,1052,8:27,답십,9:01,답십,5567,9:34,마천,9:44,둔촌,5913,10:03,고기,13:51,답십,5112,16:51,답십,,,,,,,,,,,17:21,,10:21,4:29,2:32,0:50,0:00,1:00,1:30,0:00
평일,14,7:03,7:33,답십,5032,9:42,답십,11:27,답십,5088,13:36,답십,18:10,고기,1074,18:37,답십,,,,,,,,,,,,,,,,19:07,,11:36,4:46,4:00,0:50,0:00,1:30,0:30,0:00
평일,15,7:04,7:34,답십,5539,8:35,답십,10:25,답십,5067,13:24,답십,15:01,답십,5113,15:51,답십,,,,,,,,,,,,,,,,16:21,,9:17,4:52,3:25,0:00,0:00,0:30,0:30,0:00
평일,16,7:07,7:37,답십,5522,9:47,답십,12:49,답십,5091,15:48,답십,,,,,,,,,,,,,,,,,,,,,16:19,,9:12,5:11,3:01,0:00,0:00,0:30,0:30,0:00
평일,17,7:11,8:11,고기,1054,8:38,답십,9:15,답십,5051,9:42,고기,13:37,갑십,5099,16:36,답십,,,,,,,,,,,,,,,,17:07,,9:55,3:55,2:40,0:50,0:00,1:00,1:30,0:00
평일,18,7:14,7:44,답십,5543,9:25,영구,10:27,영구,5072,12:00,답십,14:39,답십,5120,16:48,답십,,,,,,,,,,,,,,,,17:19,,10:04,5:25,3:39,0:00,0:00,0:30,0:30,0:00
평일,19,7:16,7:46,답십,5036,10:57,답십,14:15,답십,5116,16:24,답십,,,,,,,,,,,,,,,,,,,,,16:55,,9:39,5:21,3:18,0:00,0:00,0:30,0:30,0:00
평일,20,7:24,7:52,답십,5545,11:06,답십,13:25,답십,5097,14:15,답십,18:24,고기,1076,18:51,답십,,,,,,,,,,,,,,,,19:21,,11:21,4:31,4:00,0:50,0:00,1:30,0:30,0:00
평일,21,7:22,7:52,답십,5038,0:00,고기,17:53,고기,1072,17:58,상일,18:07,강동,5673,19:02,답십,,,,,,,,,,,,,,,,19:32,,10:48,3:48,4:00,0:00,0:00,1:30,1:30,0:00
평일,22,7:25,7:55,답십,5528,9:02,방기,11:31,영구,5605,13:09,답십,15:51,답십,5132,18:00,답십,,,,,,,,,,,,,,,,18:31,,11:05,4:54,3:21,0:50,0:00,0:30,1:30,0:00
평일,23,7:28,7:58,답십,5040,10:07,답십,15:37,답십,5119,18:37,답십,,,,,,,,,,,,,,,,,,,,,19:07,,10:10,5:10,4:00,0:00,0:00,0:30,0:30,0:00
평일,24,7:33,8:03,답십,5042,10:12,답십,15:43,답십,5641,18:58,답십,,,,,,,,,,,,,,,,,,,,,19:28,,10:25,5:25,4:00,0:00,0:00,0:30,0:30,0:00
평일,25,7:36,8:06,답십,5027,11:12,답십,13:49,답십,5101,14:39,답십,16:49,답십,5131,17:47,답십,,,,,,,,,,,,,,,,18:17,,9:55,4:55,4:00,0:00,0:00,0:30,0:30,0:00
평일,26,7:38,8:08,답십,5044,11:21,답십,15:19,답십,5637,16:21,답십,17:13,답십,5135,17:40,고기,,,,,,,,,,,,,,,,18:40,,10:12,4:42,4:00,0:00,0:00,0:30,1:00,0:00
평일,27,7:43,8:13,답십,5046,10:24,답십,10:37,답십,5069,11:27,답십,16:21,답십,5626,18:30,답십,,,,,,,,,,,,,,,,19:00,,10:11,5:11,4:00,0:00,0:00,0:30,0:30,0:00
평일,28,7:47,8:17,답십,5551,8:50,마천,9:00,둔촌,5905,9:18,고기,17:06,고기,1058,17:11,상일,17:20,강동,5659,18:12,답십,18:37,답십,5683,19:10,마천,19:20,둔촌,5925,19:38,고기,20:38,,10:38,3:08,4:00,0:00,0:00,1:30,2:00,0:00
평일,29,7:48,8:18,답십,5048,11:33,답십,17:42,고기,1068,18:45,영구,,,,,,,,,,,,,,,,,,,,,19:55,,11:49,4:19,4:00,1:30,0:00,1:30,0:30,0:00
평일,30,7:56,8:26,답십,5033,9:18,답십,11:33,답십,5578,13:07,영구,17:15,답십,5146,19:29,답십,,,,,,,,,,,,,,,,20:00,,10:21,4:41,4:00,0:40,0:00,0:30,0:30,0:00
평일,31,7:58,8:28,답십,5052,9:05,영구,9:17,영구,5061,10:51,답십,15:49,답십,5121,18:51,답십,,,,,,,,,,,,,,,,19:21,,10:14,5:14,4:00,0:00,0:00,0:30,0:30,0:00
평일,32,8:09,8:39,답십,5056,11:39,답십,17:38,답십,5150,19:46,답십,,,,,,,,,,,,,,,,,,,,,20:17,,10:09,5:09,4:00,0:00,0:00,0:30,0:30,0:00
평일,33,8:12,8:42,답십,5546,10:54,답십,16:09,답십,5624,18:19,답십,18:41,답십,5153,19:08,답십,,,,,,,,,,,,,,,,20:08,,10:20,4:50,4:00,0:00,0:00,0:30,1:00,0:00
평일,34,8:16,8:46,답십,5561,9:20,마천,9:30,둔촌,5909,9:46,고기,17:17,고기,1062,17:22,상일,17:31,강동,5663,18:26,답십,18:58,답십,5689,19:32,마천,19:42,둔촌,5927,19:59,고기,20:59,,10:40,3:10,4:00,0:00,0:00,1:30,2:00,0:00
평일,35,9:43,10:13,답십,5065,13:12,답십,17:35,고기,1066,18:38,영구,18:50,영구,5697,19:26,답십,,,,,,,,,,,,,,,,19:56,,10:12,4:39,2:43,0:50,0:00,1:30,0:30,0:00
평일,36,9:45,10:15,답십,5076,13:15,답십,16:37,답십,5129,19:37,답십,,,,,,,,,,,,,,,,,,,,,20:08,,10:21,6:00,3:21,0:00,0:00,0:30,0:30,0:00
평일,37,9:51,10:21,답십,5566,13:33,답십,17:49,고기,1070,18:52,영구,19:31,영구,5175,20:06,답십,,,,,,,,,,,,,,,,20:37,,10:45,4:51,3:04,0:50,0:00,1:30,0:30,0:00
평일,38,10:21,10:51,답십,5082,13:00,답십,16:15,답십,5136,18:54,고기,,,,,,,,,,,,,,,,,,,,,19:54,,9:32,4:48,3:14,0:00,0:00,0:30,1:00,0:00
평일,39,10:27,10:57,답십,5572,11:32,영구,13:33,영구,5592,16:09,답십,18:23,답십,5679,18:57,마천,19:07,둔촌,5923,19:24,고기,,,,,,,,,,,20:24,,9:42,4:12,4:00,0:00,0:00,0:30,1:00,0:00
평일,40,10:37,11:07,답십,5595,12:09,답십,12:37,답십,5089,13:27,답십,16:51,답십,5142,19:29,고기,,,,,,,,,,,,,,,,20:29,,9:51,4:30,3:51,0:00,0:00,0:30,1:00,0:00
평일,41,10:43,11:13,답십,5075,14:12,답십,17:47,답십,5152,19:56,답십,,,,,,,,,,,,,,,,,,,,,20:27,,9:43,5:09,3:34,0:00,0:00,0:30,0:30,0:00
평일,42,10:51,11:21,답십,5576,13:30,답십,17:03,답십,5144,19:43,고기,,,,,,,,,,,,,,,,,,,,,20:43,,9:51,4:49,3:32,0:00,0:00,0:30,1:00,0:00
평일,43,11:09,11:39,답십,5090,13:48,답십,16:43,답십,5651,19:51,답십,,,,,,,,,,,,,,,,,,,,,20:22,,9:12,5:18,2:54,0:00,0:00,0:30,0:30,0:00
평일,51,9:00,9:24,답십,5575,9:57,마천,10:07,둔촌,5917,10:23,고기,15:03,답십,51224,17:12,답십,,,,,,,,,,,,,,,,18:00,,8:00,3:08,3:52,0:00,0:00,0:30,0:30,0:00
평일,52,9:00,9:34,답십,5057,12:36,답십,16:13,답십,5125,17:03,답십,,,,,,,,,,,,,,,,,,,,,18:00,,7:59,3:53,3:06,0:00,0:00,0:30,0:30,0:00
평일,53,9:00,9:43,답십,5059,12:48,답십,16:25,답십,5127,17:15,답십,,,,,,,,,,,,,,,,,,,,,18:00,,7:59,3:56,3:03,0:00,0:00,0:30,0:30,0:00
평일,54,9:00,9:48,답십,5581,10:21,마천,10:31,둔촌,5921,10:47,고기,15:21,답십,5616,17:30,답십,,,,,,,,,,,,,,,,18:00,,7:59,3:08,2:01,0:50,0:00,0:30,1:30,0:00
휴일,1,6:57,7:27,답십,5516,8:02,영구,8:31,영구,5035,10:09,답십,12:27,답십,5566,15:39,답십,,,,,,,,,,,,,,,,16:09,,9:11,5:25,2:46,0:00,0:00,0:30,0:30,0:00
휴일,2,7:03,7:33,답십,5028,9:42,답십,12:31,답십,5069,15:30,답십,,,,,,,,,,,,,,,,,,,,,16:01,,8:57,5:09,2:48,0:00,0:00,0:30,0:30,0:00
휴일,3,7:09,7:39,답십,5518,10:51,답십,14:07,답십,5085,14:57,답십,,,,,,,,,,,,,,,,,,,,,15:27,,8:17,4:02,3:15,0:00,0:00,0:30,0:30,0:00
휴일,4,7:21,7:51,답십,5520,10:00,답십,12:33,답십,5078,1533,답십,,,,,,,,,,,,,,,,,,,,,16:03,,8:41,5:09,2:32,0:00,0:00,0:30,0:30,0:00
휴일,5,7:27,7:57,답십,5032,10:06,답십,13:13,답십,5579,16:24,답십,,,,,,,,,,,,,,,,,,,,,16:55,,9:27,5:21,3:06,0:00,0:00,0:30,0:30,0:00
휴일,6,7:33,8:03,답십,5522,11:15,답십,13:09,답십,5084,15:18,답십,,,,,,,,,,,,,,,,,,,,,15:49,,8:15,5:21,1:54,0:00,0:00,0:30,0:30,0:00
휴일,7,7:39,8:09,답십,5034,11:09,답십,13:37,답십,5583,14:39,답십,14:55,답십,5093,15:45,답십,,,,,,,,,,,,,,,,16:15,,8:35,4:52,2:43,0:00,0:00,0:30,0:30,0:00
휴일,8,7:45,8:15,답십,5524,11:27,답십,13:39,답십,5578,15:48,답십,,,,,,,,,,,,,,,,,,,,,16:19,,8:33,5:21,2:12,0:00,0:00,0:30,0:30,0:00
휴일,9,7:51,8:21,답십,5036,10:30,답십,13:25,답십,5581,16:36,답십,,,,,,,,,,,,,,,,,,,,,17:07,,9:15,5:21,2:54,0:00,0:00,0:30,0:30,0:00
휴일,10,8:13,8:43,답십,5031,9:45,답십,10:01,답십,5547,11:03,답십,13:31,답십,5079,16:30,답십,,,,,,,,,,,,,,,,17:01,,8:47,5:04,2:43,0:00,0:00,0:30,0:30,0:00
휴일,11,8:21,8:51,답십,5530,9:57,방기,12:01,영구,5573,13:39,답십,15:43,답십,5101,16:33,답십,,,,,,,,,,,,,,,,17:03,,8:42,3:34,2:18,0:50,0:00,0:30,1:30,0:00
휴일,12,8:25,8:55,답십,5033,12:06,답십,16:42,고기,1022,17:09,답십,,,,,,,,,,,,,,,,,,,,,17:39,,9:13,3:39,2:44,0:50,0:00,1:30,0:30,0:00
휴일,13,8:27,8:57,답십,5042,11:06,답십,14:09,답십,5094,16:46,고기,,,,,,,,,,,,,,,,,,,,,17:46,,9:18,4:46,3:02,0:00,0:00,0:30,1:00,0:00
휴일,14,8:33,9:03,답십,5532,12:15,답십,16:54,고기,1024,17:21,답십,,,,,,,,,,,,,,,,,,,,,17:51,,9:17,3:39,2:48,0:50,0:00,1:30,0:30,0:00
휴일,15,8:43,9:13,답십,5539,12:24,답십,14:39,답십,5588,16:13,영구,,,,,,,,,,,,,,,,,,,,,17:23,,8:40,4:46,2:14,0:40,0:00,0:30,0:30,0:00
휴일,16,8:45,9:15,답십,5534,12:27,답십,15:33,답십,5108,17:42,답십,,,,,,,,,,,,,,,,,,,,,18:13,,9:27,5:21,3:06,0:00,0:00,0:30,0:30,0:00
휴일,17,8:49,9:19,답십,5037,9:46,고기,12:43,답십,5071,15:42,답십,,,,,,,,,,,,,,,,,,,,,16:13,,7:23,3:27,1:06,0:50,0:00,0:30,1:30,0:00
휴일,18,9:01,9:31,답십,5039,12:30,답십,15:39,답십,5598,17:48,답십,,,,,,,,,,,,,,,,,,,,,18:19,,9:17,5:09,3:08,0:00,0:00,0:30,0:30,0:00
휴일,19,9:03,9:33,답십,5046,11:42,답십,14:57,답십,5102,17:34,고기,,,,,,,,,,,,,,,,,,,,,18:34,,9:30,4:46,3:14,0:00,0:00,0:30,1:00,0:00
휴일,20,9:13,9:43,답십,5041,12:42,답십,15:45,답십,5110,17:54,답십,,,,,,,,,,,,,,,,,,,,,18:25,,9:11,5:09,3:02,0:00,0:00,0:30,0:30,0:00
휴일,21,9:15,9:45,답십,5050,11:54,답십,14:03,답십,5582,15:37,영구,16:27,영구,5600,18:00,답십,,,,,,,,,,,,,,,,18:31,,9:15,5:18,2:57,0:00,0:00,0:30,0:30,0:00
휴일,22,9:39,10:09,답십,5054,13:09,답십,16:31,답십,5109,16:58,고기,,,,,,,,,,,,,,,,,,,,,17:58,,8:19,3:27,3:22,0:00,0:00,0:30,1:00,0:00
휴일,23,10:01,10:31,답십,5049,11:21,답십,11:43,답십,5061,12:33,답십,15:07,답십,5095,18:06,답십,,,,,,,,,,,,,,,,18:37,,8:35,4:40,2:55,0:00,0:00,0:30,0:30,0:00
휴일,24,10:21,10:51,답십,5550,14:03,답십,16:25,답십,5611,17:27,답십,17:43,답십,5121,18:33,답십,,,,,,,,,,,,,,,,19:03,,8:41,5:04,2:37,0:00,0:00,0:30,0:30,0:00
휴일,25,10:33,11:03,답십,5552,13:12,답십,15:19,답십,5097,18:18,답십,,,,,,,,,,,,,,,,,,,,,18:49,,8:15,5:09,2:06,0:00,0:00,0:30,0:30,0:00
휴일,26,10:37,11:07,답십,5055,11:57,답십,15:27,답십,5596,18:39,답십,,,,,,,,,,,,,,,,,,,,,19:09,,8:32,4:02,3:30,0:00,0:00,0:30,0:30,0:00
휴일,27,10:39,11:09,답십,5064,14:09,답십,17:30,고기,1026,18:32,영구,,,,,,,,,,,,,,,,,,,,,19:43,,9:03,4:03,1:30,1:30,0:00,1:30,0:30,0:00
휴일,28,10:45,11:15,답십,5554,13:24,답십,15:31,답십,5099,18:30,답십,,,,,,,,,,,,,,,,,,,,,19:01,,8:15,5:09,2:06,0:00,0:00,0:30,0:30,0:00
휴일,29,10:51,11:21,답십,5066,13:30,답십,15:37,답십,5603,18:13,답십,,,,,,,,,,,,,,,,,,,,,19:23,,8:32,4:46,2:06,0:40,0:00,0:30,0:30,0:00
휴일,30,10:57,11:27,답십,5556,13:36,답십,15:49,답십,5605,19:00,답십,,,,,,,,,,,,,,,,,,,,,19:31,,8:33,5:21,2:12,0:00,0:00,0:30,0:30,0:00
휴일,31,11:25,11:55,답십,5063,14:54,답십,17:55,답십,5123,18:45,답십,,,,,,,,,,,,,,,,,,,,,19:15,,7:50,3:50,3:00,0:00,0:00,0:30,0:30,0:00
휴일,32,11:27,11:57,답십,5072,14:06,답십,16:37,답십,5613,17:39,답십,18:07,답십,5125,18:34,고기,,,,,,,,,,,,,,,,19:34,,8:06,3:39,2:57,0:00,0:00,0:30,1:00,0:00
휴일,33,11:37,12:07,답십,5065,15:06,답십,16:33,답십,5118,18:42,답십,,,,,,,,,,,,,,,,,,,,,19:13,,7:35,5:09,1:26,0:00,0:00,0:30,0:30,0:00
휴일,34,11:45,12:15,답십,5564,15:27,답십,18:30,고기,1028,18:57,답십,,,,,,,,,,,,,,,,,,,,,19:27,,7:41,3:39,1:12,0:50,0:00,1:30,0:30,0:00
휴일,35,11:55,12:25,답십,5571,15:36,답십,17:49,답십,5625,18:51,답십,,,,,,,,,,,,,,,,,,,,,19:21,,7:26,4:14,2:12,0:00,0:00,0:30,0:30,0:00
평평,61,17:01,17:31,답십,5665,20:42,답십,5:55,고기,1016,6:00,상일,6:09,강동,5005,7:00,답십,,,,,,,,,,,,,,,,7:30,,11:07,4:17,4:00,0:50,0:00,1:30,0:30,4:37
평평,62,17:21,17:51,답십,5642,20:21,답십,5:19,고기,1002,5:24,상일,5:31,강동,5010,7:53,답십,,,,,,,,,,,,,,,,8:24,,11:36,4:46,4:00,0:50,0:00,1:30,0:30,4:32
평평,63,17:36,18:06,답십,5675,19:11,답십,19:38,답십,5169,20:05,고기,5:25,고기,5012,8:05,답십,,,,,,,,,,,,,,,,8:36,,11:14,4:14,4:00,0:00,0:00,1:30,1:30,4:40
평평,64,17:31,18:01,답십,5143,18:58,답십,19:02,답십,5662,20:09,방기,5:25,방기,5009,7:25,답십,,,,,,,,,,,,,,,,7:55,,11:05,4:05,4:00,0:00,0:00,1:30,1:30,4:44
평평,65,17:50,18:20,답십,5147,20:22,방기,5:43,방기,5523,7:54,답십,,,,,,,,,,,,,,,,,,,,,8:25,,11:14,4:14,4:00,0:00,0:00,1:30,1:30,4:39
평평,66,18:00,18:30,답십,5681,21:42,답십,6:03,고기,1018,6:08,상일,6:17,강동,5511,7:13,답십,,,,,,,,,,,,,,,,7:43,,11:13,4:23,4:00,0:50,0:00,1:30,0:30,5:29
평평,67,18:21,18:51,답십,5170,22:02,답십,6:10,고기,1020,6:15,상일,6:24,강동,5513,7:21,답십,,,,,,,,,,,,,,,,7:51,,11:12,4:22,4:00,0:50,0:00,1:30,0:30,5:42
평평,68,17:43,18:13,답십,5648,20:24,답십,5:37,고기,1010,8:16,답십,,,,,,,,,,,,,,,,,,,,,8:47,,11:42,4:52,4:00,0:50,0:00,1:30,0:30,4:37
평평,69,18:21,18:51,답십,5687,19:56,답십,21:08,답십,5684,23:44,고기,6:30,고기,1026,6:35,상일,,,,,,,,,,,,,,,,7:27,,11:08,4:08,4:00,0:00,0:00,1:30,1:30,7:14
평평,70,18:28,18:58,답십,5172,21:12,답십,22:02,답십,5692,23:08,방기,6:23,방기,5019,7:28,답십,,,,,,,,,,,,,,,,7:59,,11:26,4:26,4:00,0:00,0:00,1:30,1:30,6:42
평평,71,18:41,19:11,답십,5664,21:24,답십,22:30,답십,5696,23:36,방기,7:27,방기,1535,8:34,답십,,,,,,,,,,,,,,,,9:05,,11:27,4:27,4:00,0:00,0:00,1:30,1:30,6:05
평평,72,18:56,19:26,답십,5697,22:41,답십,6:23,고기,1022,6:50,답십,7:29,답십,5019,8:22,답십,,,,,,,,,,,,,,,,8:53,,11:27,4:37,4:00,0:50,0:00,1:30,0:30,6:08
평평,73,18:11,18:41,답십,5656,20:54,답십,5:49,고기,1014,8:25,답십,,,,,,,,,,,,,,,,,,,,,8:56,,11:41,4:51,4:00,0:50,0:00,1:30,0:30,4:55
평평,74,19:00,19:30,답십,5167,22:34,답십,22:49,답십,5201,23:16,고기,6:24,고기,1024,6:29,상일,6:38,강동,5517,7:36,답십,,,,,,,,,,,8:07,,11:45,4:45,4:00,0:00,0:00,1:30,1:30,6:38
